Name,recall ± std,precision ± std,IoU ± std,chunk_size,chunk_overlap,n_results,recall_mean,recall_std,precision_mean,precision_std,iou_mean,iou_std,Created
ChunkSize_100_Overlap_250_RetrieveResults_4,,,,100,250,4,,,,,,,2025-03-31T19:14:03.000Z
ChunkSize_100_Overlap_250_RetrieveResults_3,,,,100,250,3,,,,,,,2025-03-31T19:13:47.000Z
ChunkSize_100_Overlap_250_RetrieveResults_2,,,,100,250,2,,,,,,,2025-03-31T19:13:32.000Z
ChunkSize_100_Overlap_250_RetrieveResults_1,,,,100,250,1,,,,,,,2025-03-31T19:13:16.000Z
ChunkSize_50_Overlap_250_RetrieveResults_10,,,,50,250,10,,,,,,,2025-03-31T19:13:00.000Z
ChunkSize_50_Overlap_250_RetrieveResults_9,,,,50,250,9,,,,,,,2025-03-31T19:12:44.000Z
ChunkSize_50_Overlap_250_RetrieveResults_8,,,,50,250,8,,,,,,,2025-03-31T19:12:28.000Z
ChunkSize_50_Overlap_250_RetrieveResults_7,,,,50,250,7,,,,,,,2025-03-31T19:12:12.000Z
ChunkSize_50_Overlap_250_RetrieveResults_6,,,,50,250,6,,,,,,,2025-03-31T19:11:56.000Z
ChunkSize_50_Overlap_250_RetrieveResults_5,,,,50,250,5,,,,,,,2025-03-31T19:11:40.000Z
ChunkSize_50_Overlap_250_RetrieveResults_4,,,,50,250,4,,,,,,,2025-03-31T19:11:24.000Z
ChunkSize_50_Overlap_250_RetrieveResults_3,,,,50,250,3,,,,,,,2025-03-31T19:11:09.000Z
ChunkSize_50_Overlap_250_RetrieveResults_2,,,,50,250,2,,,,,,,2025-03-31T19:10:53.000Z
ChunkSize_50_Overlap_250_RetrieveResults_1,,,,50,250,1,,,,,,,2025-03-31T19:10:37.000Z
ChunkSize_600_Overlap_225_RetrieveResults_10,94.55 ± 19.98,0.64 ± 0.42,0.64 ± 0.42,600,225,10,94.55,19.98,0.64,0.42,0.64,0.42,2025-03-31T19:10:15.000Z
ChunkSize_600_Overlap_225_RetrieveResults_9,94.55 ± 19.98,0.71 ± 0.47,0.71 ± 0.47,600,225,9,94.55,19.98,0.71,0.47,0.71,0.47,2025-03-31T19:09:54.000Z
ChunkSize_600_Overlap_225_RetrieveResults_8,90.61 ± 27.11,0.78 ± 0.55,0.78 ± 0.55,600,225,8,90.61,27.11,0.78,0.55,0.78,0.55,2025-03-31T19:09:33.000Z
ChunkSize_600_Overlap_225_RetrieveResults_7,90.61 ± 27.11,0.88 ± 0.62,0.88 ± 0.62,600,225,7,90.61,27.11,0.88,0.62,0.88,0.62,2025-03-31T19:09:12.000Z
ChunkSize_600_Overlap_225_RetrieveResults_6,90.16 ± 27.23,1.02 ± 0.7,1.02 ± 0.7,600,225,6,90.16,27.23,1.02,0.7,1.02,0.7,2025-03-31T19:08:51.000Z
ChunkSize_600_Overlap_225_RetrieveResults_5,87.53 ± 30.76,1.18 ± 0.86,1.18 ± 0.85,600,225,5,87.53,30.76,1.18,0.86,1.18,0.85,2025-03-31T19:08:30.000Z
ChunkSize_600_Overlap_225_RetrieveResults_4,82.26 ± 36.24,1.43 ± 1.11,1.43 ± 1.11,600,225,4,82.26,36.24,1.43,1.11,1.43,1.11,2025-03-31T19:08:09.000Z
ChunkSize_600_Overlap_225_RetrieveResults_3,77.0 ± 40.32,1.76 ± 1.51,1.76 ± 1.5,600,225,3,77.0,40.32,1.76,1.51,1.76,1.5,2025-03-31T19:07:48.000Z
ChunkSize_600_Overlap_225_RetrieveResults_2,68.45 ± 44.51,2.42 ± 2.35,2.41 ± 2.34,600,225,2,68.45,44.51,2.42,2.35,2.41,2.34,2025-03-31T19:07:27.000Z
ChunkSize_600_Overlap_225_RetrieveResults_1,54.47 ± 48.47,3.74 ± 4.54,3.71 ± 4.47,600,225,1,54.47,48.47,3.74,4.54,3.71,4.47,2025-03-31T19:07:06.000Z
ChunkSize_550_Overlap_225_RetrieveResults_10,98.58 ± 11.42,0.75 ± 0.48,0.75 ± 0.48,550,225,10,98.58,11.42,0.75,0.48,0.75,0.48,2025-03-31T19:06:44.000Z
ChunkSize_550_Overlap_225_RetrieveResults_9,97.27 ± 16.01,0.83 ± 0.54,0.83 ± 0.54,550,225,9,97.27,16.01,0.83,0.54,0.83,0.54,2025-03-31T19:06:23.000Z
ChunkSize_550_Overlap_225_RetrieveResults_8,97.27 ± 16.01,0.93 ± 0.6,0.93 ± 0.6,550,225,8,97.27,16.01,0.93,0.6,0.93,0.6,2025-03-31T19:06:02.000Z
ChunkSize_550_Overlap_225_RetrieveResults_7,97.0 ± 16.13,1.05 ± 0.68,1.05 ± 0.68,550,225,7,97.0,16.13,1.05,0.68,1.05,0.68,2025-03-31T19:05:41.000Z
ChunkSize_550_Overlap_225_RetrieveResults_6,95.69 ± 19.55,1.21 ± 0.81,1.21 ± 0.81,550,225,6,95.69,19.55,1.21,0.81,1.21,0.81,2025-03-31T19:05:15.000Z
ChunkSize_550_Overlap_225_RetrieveResults_5,95.17 ± 19.94,1.44 ± 0.96,1.44 ± 0.95,550,225,5,95.17,19.94,1.44,0.96,1.44,0.95,2025-03-31T19:04:54.000Z
ChunkSize_550_Overlap_225_RetrieveResults_4,92.06 ± 25.22,1.74 ± 1.2,1.74 ± 1.2,550,225,4,92.06,25.22,1.74,1.2,1.74,1.2,2025-03-31T19:04:33.000Z
ChunkSize_550_Overlap_225_RetrieveResults_3,89.73 ± 28.11,2.25 ± 1.62,2.25 ± 1.62,550,225,3,89.73,28.11,2.25,1.62,2.25,1.62,2025-03-31T19:04:11.000Z
ChunkSize_550_Overlap_225_RetrieveResults_2,84.93 ± 33.44,3.16 ± 2.43,3.16 ± 2.42,550,225,2,84.93,33.44,3.16,2.43,3.16,2.42,2025-03-31T19:03:45.000Z
ChunkSize_550_Overlap_225_RetrieveResults_1,74.4 ± 41.3,5.38 ± 5.06,5.35 ± 5.03,550,225,1,74.4,41.3,5.38,5.06,5.35,5.03,2025-03-31T19:03:24.000Z
ChunkSize_500_Overlap_225_RetrieveResults_10,96.75 ± 14.18,0.8 ± 0.52,0.8 ± 0.52,500,225,10,96.75,14.18,0.8,0.52,0.8,0.52,2025-03-31T19:02:57.000Z
ChunkSize_500_Overlap_225_RetrieveResults_9,96.75 ± 14.18,0.89 ± 0.58,0.89 ± 0.58,500,225,9,96.75,14.18,0.89,0.58,0.89,0.58,2025-03-31T19:02:31.000Z
ChunkSize_500_Overlap_225_RetrieveResults_8,95.74 ± 17.84,1.0 ± 0.66,1.0 ± 0.66,500,225,8,95.74,17.84,1.0,0.66,1.0,0.66,2025-03-31T19:02:04.000Z
ChunkSize_500_Overlap_225_RetrieveResults_7,95.74 ± 17.84,1.14 ± 0.75,1.14 ± 0.75,500,225,7,95.74,17.84,1.14,0.75,1.14,0.75,2025-03-31T19:01:38.000Z
ChunkSize_500_Overlap_225_RetrieveResults_6,94.87 ± 19.16,1.32 ± 0.88,1.32 ± 0.88,500,225,6,94.87,19.16,1.32,0.88,1.32,0.88,2025-03-31T19:01:12.000Z
ChunkSize_500_Overlap_225_RetrieveResults_5,94.87 ± 19.16,1.58 ± 1.06,1.58 ± 1.05,500,225,5,94.87,19.16,1.58,1.06,1.58,1.05,2025-03-31T19:00:46.000Z
ChunkSize_500_Overlap_225_RetrieveResults_4,94.87 ± 19.16,1.97 ± 1.32,1.97 ± 1.32,500,225,4,94.87,19.16,1.97,1.32,1.97,1.32,2025-03-31T19:00:25.000Z
ChunkSize_500_Overlap_225_RetrieveResults_3,92.24 ± 24.42,2.57 ± 1.8,2.56 ± 1.8,500,225,3,92.24,24.42,2.57,1.8,2.56,1.8,2025-03-31T19:00:03.000Z
ChunkSize_500_Overlap_225_RetrieveResults_2,87.54 ± 30.31,3.5 ± 2.63,3.49 ± 2.63,500,225,2,87.54,30.31,3.5,2.63,3.49,2.63,2025-03-31T18:59:41.000Z
ChunkSize_500_Overlap_225_RetrieveResults_1,72.58 ± 41.88,5.66 ± 5.15,5.62 ± 5.13,500,225,1,72.58,41.88,5.66,5.15,5.62,5.13,2025-03-31T18:59:20.000Z
ChunkSize_450_Overlap_225_RetrieveResults_10,99.93 ± 0.58,0.91 ± 0.58,0.91 ± 0.58,450,225,10,99.93,0.58,0.91,0.58,0.91,0.58,2025-03-31T18:58:59.000Z
ChunkSize_450_Overlap_225_RetrieveResults_9,99.93 ± 0.58,1.01 ± 0.64,1.01 ± 0.64,450,225,9,99.93,0.58,1.01,0.64,1.01,0.64,2025-03-31T18:58:38.000Z
ChunkSize_450_Overlap_225_RetrieveResults_8,98.62 ± 11.4,1.13 ± 0.73,1.13 ± 0.73,450,225,8,98.62,11.4,1.13,0.73,1.13,0.73,2025-03-31T18:58:17.000Z
ChunkSize_450_Overlap_225_RetrieveResults_7,97.3 ± 16.01,1.28 ± 0.85,1.28 ± 0.85,450,225,7,97.3,16.01,1.28,0.85,1.28,0.85,2025-03-31T18:57:56.000Z
ChunkSize_450_Overlap_225_RetrieveResults_6,96.95 ± 16.23,1.49 ± 1.0,1.49 ± 1.0,450,225,6,96.95,16.23,1.49,1.0,1.49,1.0,2025-03-31T18:57:34.000Z
ChunkSize_450_Overlap_225_RetrieveResults_5,96.95 ± 16.23,1.79 ± 1.2,1.79 ± 1.2,450,225,5,96.95,16.23,1.79,1.2,1.79,1.2,2025-03-31T18:57:08.000Z
ChunkSize_450_Overlap_225_RetrieveResults_4,94.83 ± 20.66,2.18 ± 1.5,2.18 ± 1.5,450,225,4,94.83,20.66,2.18,1.5,2.18,1.5,2025-03-31T18:56:47.000Z
ChunkSize_450_Overlap_225_RetrieveResults_3,93.52 ± 23.3,2.85 ± 2.03,2.85 ± 2.03,450,225,3,93.52,23.3,2.85,2.03,2.85,2.03,2025-03-31T18:56:26.000Z
ChunkSize_450_Overlap_225_RetrieveResults_2,91.76 ± 25.76,4.19 ± 3.02,4.19 ± 3.01,450,225,2,91.76,25.76,4.19,3.02,4.19,3.01,2025-03-31T18:55:59.000Z
ChunkSize_450_Overlap_225_RetrieveResults_1,74.99 ± 42.27,6.66 ± 5.89,6.62 ± 5.83,450,225,1,74.99,42.27,6.66,5.89,6.62,5.83,2025-03-31T18:55:38.000Z
ChunkSize_400_Overlap_225_RetrieveResults_10,,,,400,225,10,,,,,,,2025-03-31T18:55:17.000Z
ChunkSize_400_Overlap_225_RetrieveResults_9,,,,400,225,9,,,,,,,2025-03-31T18:55:01.000Z
ChunkSize_400_Overlap_225_RetrieveResults_8,,,,400,225,8,,,,,,,2025-03-31T18:54:45.000Z
ChunkSize_400_Overlap_225_RetrieveResults_7,,,,400,225,7,,,,,,,2025-03-31T18:54:29.000Z
ChunkSize_400_Overlap_225_RetrieveResults_6,,,,400,225,6,,,,,,,2025-03-31T18:54:13.000Z
ChunkSize_400_Overlap_225_RetrieveResults_5,,,,400,225,5,,,,,,,2025-03-31T18:53:57.000Z
ChunkSize_400_Overlap_225_RetrieveResults_4,,,,400,225,4,,,,,,,2025-03-31T18:53:41.000Z
ChunkSize_400_Overlap_225_RetrieveResults_3,,,,400,225,3,,,,,,,2025-03-31T18:53:25.000Z
ChunkSize_400_Overlap_225_RetrieveResults_2,,,,400,225,2,,,,,,,2025-03-31T18:53:10.000Z
ChunkSize_400_Overlap_225_RetrieveResults_1,,,,400,225,1,,,,,,,2025-03-31T18:52:54.000Z
ChunkSize_350_Overlap_225_RetrieveResults_10,,,,350,225,10,,,,,,,2025-03-31T18:52:37.000Z
ChunkSize_350_Overlap_225_RetrieveResults_9,,,,350,225,9,,,,,,,2025-03-31T18:52:21.000Z
ChunkSize_350_Overlap_225_RetrieveResults_8,,,,350,225,8,,,,,,,2025-03-31T18:52:05.000Z
ChunkSize_350_Overlap_225_RetrieveResults_7,,,,350,225,7,,,,,,,2025-03-31T18:51:49.000Z
ChunkSize_350_Overlap_225_RetrieveResults_6,,,,350,225,6,,,,,,,2025-03-31T18:51:28.000Z
ChunkSize_350_Overlap_225_RetrieveResults_5,,,,350,225,5,,,,,,,2025-03-31T18:51:13.000Z
ChunkSize_350_Overlap_225_RetrieveResults_4,,,,350,225,4,,,,,,,2025-03-31T18:50:57.000Z
ChunkSize_350_Overlap_225_RetrieveResults_3,,,,350,225,3,,,,,,,2025-03-31T18:50:41.000Z
ChunkSize_350_Overlap_225_RetrieveResults_2,,,,350,225,2,,,,,,,2025-03-31T18:50:25.000Z
ChunkSize_350_Overlap_225_RetrieveResults_1,,,,350,225,1,,,,,,,2025-03-31T18:50:09.000Z
ChunkSize_300_Overlap_225_RetrieveResults_10,,,,300,225,10,,,,,,,2025-03-31T18:49:53.000Z
ChunkSize_300_Overlap_225_RetrieveResults_9,,,,300,225,9,,,,,,,2025-03-31T18:49:37.000Z
ChunkSize_300_Overlap_225_RetrieveResults_8,,,,300,225,8,,,,,,,2025-03-31T18:49:16.000Z
ChunkSize_300_Overlap_225_RetrieveResults_7,,,,300,225,7,,,,,,,2025-03-31T18:48:55.000Z
ChunkSize_300_Overlap_225_RetrieveResults_6,,,,300,225,6,,,,,,,2025-03-31T18:48:40.000Z
ChunkSize_300_Overlap_225_RetrieveResults_5,,,,300,225,5,,,,,,,2025-03-31T18:48:24.000Z
ChunkSize_300_Overlap_225_RetrieveResults_4,,,,300,225,4,,,,,,,2025-03-31T18:48:02.000Z
ChunkSize_300_Overlap_225_RetrieveResults_3,,,,300,225,3,,,,,,,2025-03-31T18:47:47.000Z
ChunkSize_300_Overlap_225_RetrieveResults_2,,,,300,225,2,,,,,,,2025-03-31T18:47:31.000Z
ChunkSize_300_Overlap_225_RetrieveResults_1,,,,300,225,1,,,,,,,2025-03-31T18:47:10.000Z
ChunkSize_250_Overlap_225_RetrieveResults_10,,,,250,225,10,,,,,,,2025-03-31T18:46:48.000Z
ChunkSize_250_Overlap_225_RetrieveResults_9,,,,250,225,9,,,,,,,2025-03-31T18:46:32.000Z
ChunkSize_250_Overlap_225_RetrieveResults_8,,,,250,225,8,,,,,,,2025-03-31T18:46:16.000Z
ChunkSize_250_Overlap_225_RetrieveResults_7,,,,250,225,7,,,,,,,2025-03-31T18:46:01.000Z
ChunkSize_250_Overlap_225_RetrieveResults_6,,,,250,225,6,,,,,,,2025-03-31T18:45:40.000Z
ChunkSize_250_Overlap_225_RetrieveResults_5,,,,250,225,5,,,,,,,2025-03-31T18:45:24.000Z
ChunkSize_250_Overlap_225_RetrieveResults_4,,,,250,225,4,,,,,,,2025-03-31T18:45:08.000Z
ChunkSize_250_Overlap_225_RetrieveResults_3,,,,250,225,3,,,,,,,2025-03-31T18:44:47.000Z
ChunkSize_250_Overlap_225_RetrieveResults_2,,,,250,225,2,,,,,,,2025-03-31T18:44:26.000Z
ChunkSize_250_Overlap_225_RetrieveResults_1,,,,250,225,1,,,,,,,2025-03-31T18:44:10.000Z
ChunkSize_200_Overlap_225_RetrieveResults_10,,,,200,225,10,,,,,,,2025-03-31T18:43:54.000Z
ChunkSize_200_Overlap_225_RetrieveResults_9,,,,200,225,9,,,,,,,2025-03-31T18:43:38.000Z
ChunkSize_200_Overlap_225_RetrieveResults_8,,,,200,225,8,,,,,,,2025-03-31T18:43:22.000Z
ChunkSize_200_Overlap_225_RetrieveResults_7,,,,200,225,7,,,,,,,2025-03-31T18:43:06.000Z
ChunkSize_200_Overlap_225_RetrieveResults_6,,,,200,225,6,,,,,,,2025-03-31T18:42:50.000Z
ChunkSize_200_Overlap_225_RetrieveResults_5,,,,200,225,5,,,,,,,2025-03-31T18:42:34.000Z
ChunkSize_200_Overlap_225_RetrieveResults_4,,,,200,225,4,,,,,,,2025-03-31T18:42:19.000Z
ChunkSize_200_Overlap_225_RetrieveResults_3,,,,200,225,3,,,,,,,2025-03-31T18:42:03.000Z
ChunkSize_200_Overlap_225_RetrieveResults_2,,,,200,225,2,,,,,,,2025-03-31T18:41:47.000Z
ChunkSize_200_Overlap_225_RetrieveResults_1,,,,200,225,1,,,,,,,2025-03-31T18:41:31.000Z
ChunkSize_150_Overlap_225_RetrieveResults_10,,,,150,225,10,,,,,,,2025-03-31T18:41:14.000Z
ChunkSize_150_Overlap_225_RetrieveResults_9,,,,150,225,9,,,,,,,2025-03-31T18:40:59.000Z
ChunkSize_150_Overlap_225_RetrieveResults_8,,,,150,225,8,,,,,,,2025-03-31T18:40:43.000Z
ChunkSize_150_Overlap_225_RetrieveResults_7,,,,150,225,7,,,,,,,2025-03-31T18:40:27.000Z
ChunkSize_150_Overlap_225_RetrieveResults_6,,,,150,225,6,,,,,,,2025-03-31T18:40:11.000Z
ChunkSize_150_Overlap_225_RetrieveResults_5,,,,150,225,5,,,,,,,2025-03-31T18:39:55.000Z
ChunkSize_150_Overlap_225_RetrieveResults_4,,,,150,225,4,,,,,,,2025-03-31T18:39:39.000Z
ChunkSize_150_Overlap_225_RetrieveResults_3,,,,150,225,3,,,,,,,2025-03-31T18:39:24.000Z
ChunkSize_150_Overlap_225_RetrieveResults_2,,,,150,225,2,,,,,,,2025-03-31T18:39:08.000Z
ChunkSize_150_Overlap_225_RetrieveResults_1,,,,150,225,1,,,,,,,2025-03-31T18:38:47.000Z
ChunkSize_100_Overlap_225_RetrieveResults_10,,,,100,225,10,,,,,,,2025-03-31T18:38:25.000Z
ChunkSize_100_Overlap_225_RetrieveResults_9,,,,100,225,9,,,,,,,2025-03-31T18:38:09.000Z
ChunkSize_100_Overlap_225_RetrieveResults_8,,,,100,225,8,,,,,,,2025-03-31T18:37:53.000Z
ChunkSize_100_Overlap_225_RetrieveResults_7,,,,100,225,7,,,,,,,2025-03-31T18:37:38.000Z
ChunkSize_100_Overlap_225_RetrieveResults_6,,,,100,225,6,,,,,,,2025-03-31T18:37:22.000Z
ChunkSize_100_Overlap_225_RetrieveResults_5,,,,100,225,5,,,,,,,2025-03-31T18:37:06.000Z
ChunkSize_100_Overlap_225_RetrieveResults_4,,,,100,225,4,,,,,,,2025-03-31T18:36:50.000Z
ChunkSize_100_Overlap_225_RetrieveResults_3,,,,100,225,3,,,,,,,2025-03-31T18:36:34.000Z
ChunkSize_100_Overlap_225_RetrieveResults_2,,,,100,225,2,,,,,,,2025-03-31T18:36:13.000Z
ChunkSize_100_Overlap_225_RetrieveResults_1,,,,100,225,1,,,,,,,2025-03-31T18:35:51.000Z
ChunkSize_50_Overlap_225_RetrieveResults_10,,,,50,225,10,,,,,,,2025-03-31T18:35:35.000Z
ChunkSize_50_Overlap_225_RetrieveResults_9,,,,50,225,9,,,,,,,2025-03-31T18:35:20.000Z
ChunkSize_50_Overlap_225_RetrieveResults_8,,,,50,225,8,,,,,,,2025-03-31T18:34:59.000Z
ChunkSize_50_Overlap_225_RetrieveResults_7,,,,50,225,7,,,,,,,2025-03-31T18:34:43.000Z
ChunkSize_50_Overlap_225_RetrieveResults_6,,,,50,225,6,,,,,,,2025-03-31T18:34:27.000Z
ChunkSize_50_Overlap_225_RetrieveResults_5,,,,50,225,5,,,,,,,2025-03-31T18:34:11.000Z
ChunkSize_50_Overlap_225_RetrieveResults_4,,,,50,225,4,,,,,,,2025-03-31T18:33:55.000Z
ChunkSize_50_Overlap_225_RetrieveResults_3,,,,50,225,3,,,,,,,2025-03-31T18:33:39.000Z
ChunkSize_50_Overlap_225_RetrieveResults_2,,,,50,225,2,,,,,,,2025-03-31T18:33:23.000Z
ChunkSize_50_Overlap_225_RetrieveResults_1,,,,50,225,1,,,,,,,2025-03-31T18:33:08.000Z
ChunkSize_600_Overlap_200_RetrieveResults_10,94.05 ± 22.96,0.65 ± 0.46,0.65 ± 0.46,600,200,10,94.05,22.96,0.65,0.46,0.65,0.46,2025-03-31T18:32:46.000Z
ChunkSize_600_Overlap_200_RetrieveResults_9,92.73 ± 25.33,0.71 ± 0.52,0.71 ± 0.52,600,200,9,92.73,25.33,0.71,0.52,0.71,0.52,2025-03-31T18:32:25.000Z
ChunkSize_600_Overlap_200_RetrieveResults_8,88.81 ± 30.95,0.78 ± 0.6,0.78 ± 0.6,600,200,8,88.81,30.95,0.78,0.6,0.78,0.6,2025-03-31T18:32:04.000Z
ChunkSize_600_Overlap_200_RetrieveResults_7,87.5 ± 32.53,0.88 ± 0.69,0.88 ± 0.69,600,200,7,87.5,32.53,0.88,0.69,0.88,0.69,2025-03-31T18:31:43.000Z
ChunkSize_600_Overlap_200_RetrieveResults_6,83.55 ± 36.59,1.0 ± 0.83,1.0 ± 0.83,600,200,6,83.55,36.59,1.0,0.83,1.0,0.83,2025-03-31T18:31:22.000Z
ChunkSize_600_Overlap_200_RetrieveResults_5,82.23 ± 37.75,1.19 ± 1.0,1.19 ± 1.0,600,200,5,82.23,37.75,1.19,1.0,1.19,1.0,2025-03-31T18:30:56.000Z
ChunkSize_600_Overlap_200_RetrieveResults_4,80.92 ± 38.84,1.47 ± 1.25,1.47 ± 1.25,600,200,4,80.92,38.84,1.47,1.25,1.47,1.25,2025-03-31T18:30:35.000Z
ChunkSize_600_Overlap_200_RetrieveResults_3,79.6 ± 39.85,1.95 ± 1.68,1.95 ± 1.68,600,200,3,79.6,39.85,1.95,1.68,1.95,1.68,2025-03-31T18:30:14.000Z
ChunkSize_600_Overlap_200_RetrieveResults_2,75.88 ± 41.62,2.76 ± 2.52,2.76 ± 2.52,600,200,2,75.88,41.62,2.76,2.52,2.76,2.52,2025-03-31T18:29:53.000Z
ChunkSize_600_Overlap_200_RetrieveResults_1,59.62 ± 47.73,4.04 ± 4.64,4.03 ± 4.63,600,200,1,59.62,47.73,4.04,4.64,4.03,4.63,2025-03-31T18:29:32.000Z
ChunkSize_550_Overlap_200_RetrieveResults_10,94.26 ± 20.15,0.69 ± 0.46,0.69 ± 0.46,550,200,10,94.26,20.15,0.69,0.46,0.69,0.46,2025-03-31T18:29:10.000Z
ChunkSize_550_Overlap_200_RetrieveResults_9,92.95 ± 22.82,0.76 ± 0.52,0.76 ± 0.52,550,200,9,92.95,22.82,0.76,0.52,0.76,0.52,2025-03-31T18:28:49.000Z
ChunkSize_550_Overlap_200_RetrieveResults_8,90.71 ± 26.08,0.83 ± 0.59,0.83 ± 0.59,550,200,8,90.71,26.08,0.83,0.59,0.83,0.59,2025-03-31T18:28:28.000Z
ChunkSize_550_Overlap_200_RetrieveResults_7,88.08 ± 29.79,0.92 ± 0.68,0.92 ± 0.68,550,200,7,88.08,29.79,0.92,0.68,0.92,0.68,2025-03-31T18:28:07.000Z
ChunkSize_550_Overlap_200_RetrieveResults_6,88.08 ± 29.79,1.07 ± 0.8,1.07 ± 0.8,550,200,6,88.08,29.79,1.07,0.8,1.07,0.8,2025-03-31T18:27:45.000Z
ChunkSize_550_Overlap_200_RetrieveResults_5,85.96 ± 31.83,1.25 ± 0.96,1.25 ± 0.96,550,200,5,85.96,31.83,1.25,0.96,1.25,0.96,2025-03-31T18:27:24.000Z
ChunkSize_550_Overlap_200_RetrieveResults_4,83.33 ± 34.57,1.52 ± 1.22,1.52 ± 1.22,550,200,4,83.33,34.57,1.52,1.22,1.52,1.22,2025-03-31T18:27:03.000Z
ChunkSize_550_Overlap_200_RetrieveResults_3,79.77 ± 36.84,1.94 ± 1.6,1.94 ± 1.6,550,200,3,79.77,36.84,1.94,1.6,1.94,1.6,2025-03-31T18:26:42.000Z
ChunkSize_550_Overlap_200_RetrieveResults_2,75.31 ± 40.43,2.78 ± 2.5,2.77 ± 2.49,550,200,2,75.31,40.43,2.78,2.5,2.77,2.49,2025-03-31T18:26:21.000Z
ChunkSize_550_Overlap_200_RetrieveResults_1,58.04 ± 46.44,4.39 ± 4.69,4.34 ± 4.67,550,200,1,58.04,46.44,4.39,4.69,4.34,4.67,2025-03-31T18:26:00.000Z
ChunkSize_500_Overlap_200_RetrieveResults_10,96.08 ± 19.32,0.8 ± 0.54,0.8 ± 0.54,500,200,10,96.08,19.32,0.8,0.54,0.8,0.54,2025-03-31T18:25:39.000Z
ChunkSize_500_Overlap_200_RetrieveResults_9,94.96 ± 20.31,0.88 ± 0.6,0.88 ± 0.6,500,200,9,94.96,20.31,0.88,0.6,0.88,0.6,2025-03-31T18:25:18.000Z
ChunkSize_500_Overlap_200_RetrieveResults_8,94.96 ± 20.31,0.99 ± 0.68,0.99 ± 0.68,500,200,8,94.96,20.31,0.99,0.68,0.99,0.68,2025-03-31T18:24:57.000Z
ChunkSize_500_Overlap_200_RetrieveResults_7,94.96 ± 20.31,1.13 ± 0.77,1.13 ± 0.77,500,200,7,94.96,20.31,1.13,0.77,1.13,0.77,2025-03-31T18:24:36.000Z
ChunkSize_500_Overlap_200_RetrieveResults_6,93.4 ± 21.5,1.31 ± 0.91,1.31 ± 0.91,500,200,6,93.4,21.5,1.31,0.91,1.31,0.91,2025-03-31T18:24:15.000Z
ChunkSize_500_Overlap_200_RetrieveResults_5,91.98 ± 23.96,1.54 ± 1.11,1.54 ± 1.11,500,200,5,91.98,23.96,1.54,1.11,1.54,1.11,2025-03-31T18:23:54.000Z
ChunkSize_500_Overlap_200_RetrieveResults_4,88.67 ± 28.42,1.82 ± 1.32,1.82 ± 1.32,500,200,4,88.67,28.42,1.82,1.32,1.82,1.32,2025-03-31T18:23:32.000Z
ChunkSize_500_Overlap_200_RetrieveResults_3,85.42 ± 31.69,2.36 ± 1.8,2.35 ± 1.8,500,200,3,85.42,31.69,2.36,1.8,2.35,1.8,2025-03-31T18:23:11.000Z
ChunkSize_500_Overlap_200_RetrieveResults_2,81.47 ± 35.61,3.35 ± 2.77,3.35 ± 2.77,500,200,2,81.47,35.61,3.35,2.77,3.35,2.77,2025-03-31T18:22:50.000Z
ChunkSize_500_Overlap_200_RetrieveResults_1,73.03 ± 41.21,5.96 ± 5.36,5.91 ± 5.33,500,200,1,73.03,41.21,5.96,5.36,5.91,5.33,2025-03-31T18:22:29.000Z
ChunkSize_450_Overlap_200_RetrieveResults_10,99.44 ± 3.43,0.9 ± 0.57,0.9 ± 0.57,450,200,10,99.44,3.43,0.9,0.57,0.9,0.57,2025-03-31T18:22:08.000Z
ChunkSize_450_Overlap_200_RetrieveResults_9,99.44 ± 3.43,1.0 ± 0.64,1.0 ± 0.64,450,200,9,99.44,3.43,1.0,0.64,1.0,0.64,2025-03-31T18:21:47.000Z
ChunkSize_450_Overlap_200_RetrieveResults_8,99.44 ± 3.43,1.13 ± 0.72,1.13 ± 0.72,450,200,8,99.44,3.43,1.13,0.72,1.13,0.72,2025-03-31T18:21:26.000Z
ChunkSize_450_Overlap_200_RetrieveResults_7,99.44 ± 3.43,1.29 ± 0.82,1.29 ± 0.82,450,200,7,99.44,3.43,1.29,0.82,1.29,0.82,2025-03-31T18:21:05.000Z
ChunkSize_450_Overlap_200_RetrieveResults_6,99.44 ± 3.43,1.5 ± 0.96,1.5 ± 0.96,450,200,6,99.44,3.43,1.5,0.96,1.5,0.96,2025-03-31T18:20:43.000Z
ChunkSize_450_Overlap_200_RetrieveResults_5,97.68 ± 12.37,1.77 ± 1.17,1.77 ± 1.17,450,200,5,97.68,12.37,1.77,1.17,1.77,1.17,2025-03-31T18:20:22.000Z
ChunkSize_450_Overlap_200_RetrieveResults_4,96.07 ± 16.76,2.19 ± 1.47,2.19 ± 1.47,450,200,4,96.07,16.76,2.19,1.47,2.19,1.47,2025-03-31T18:20:01.000Z
ChunkSize_450_Overlap_200_RetrieveResults_3,93.44 ± 22.73,2.87 ± 2.01,2.86 ± 2.01,450,200,3,93.44,22.73,2.87,2.01,2.86,2.01,2025-03-31T18:19:35.000Z
ChunkSize_450_Overlap_200_RetrieveResults_2,89.76 ± 29.05,4.16 ± 3.13,4.16 ± 3.13,450,200,2,89.76,29.05,4.16,3.13,4.16,3.13,2025-03-31T18:19:14.000Z
